,t,x,y,z
0,1601528706,52.130001068115234,27.202199935913086,155.6999969482422
1,1601528736,52.130001068115234,27.202199935913086,155.6999969482422
2,1601528767,52.130001068115234,27.202199935913086,150.10000610351562
3,1601528798,52.130001068115234,27.20210075378418,147.10000610351562
4,1601528830,52.130001068115234,27.20210075378418,147.10000610351562
5,1601528861,52.130001068115234,27.20210075378418,147.10000610351562
6,1601528892,52.130001068115234,27.20210075378418,147.10000610351562
7,1601528916,52.130001068115234,27.20210075378418,147.10000610351562
8,1601528947,52.130001068115234,27.20210075378418,145.3000030517578
9,1601528978,52.130001068115234,27.20210075378418,144.60000610351562
10,1601529009,52.130001068115234,27.20210075378418,143.10000610351562
11,1601529040,52.130001068115234,27.20210075378418,143.8000030517578
12,1601529072,52.130001068115234,27.20210075378418,143.39999389648438
13,1601529095,52.130001068115234,27.20210075378418,143.39999389648438
14,1601529127,52.130001068115234,27.20210075378418,140.89999389648438
15,1601529158,52.130001068115234,27.20210075378418,140.0
16,1601529189,52.130001068115234,27.20210075378418,138.0
17,1601529220,52.130001068115234,27.20210075378418,137.0
18,1601529251,52.130001068115234,27.20210075378418,137.0
19,1601529276,52.130001068115234,27.20210075378418,137.0
20,1601529307,52.130001068115234,27.20210075378418,137.0
21,1601529338,52.130001068115234,27.20210075378418,137.0
22,1601529369,52.130001068115234,27.20210075378418,137.0
23,1601529400,52.130001068115234,27.20210075378418,137.0
24,1601529431,52.130001068115234,27.20210075378418,137.0
25,1601529463,52.130001068115234,27.20210075378418,137.0
26,1601529485,52.130001068115234,27.20210075378418,137.0
27,1601529517,52.130001068115234,27.20210075378418,137.0
28,1601529548,52.130001068115234,27.20210075378418,137.0
29,1601529579,52.130001068115234,27.20210075378418,137.0
30,1601529610,52.130001068115234,27.20210075378418,137.0
31,1601529641,52.130001068115234,27.20210075378418,137.0
32,1601529665,52.130001068115234,27.20210075378418,137.0
33,1601529697,52.130001068115234,27.20210075378418,137.0
34,1601529728,52.130001068115234,27.20210075378418,137.0
35,1601529759,52.130001068115234,27.20210075378418,137.0
36,1601529790,52.130001068115234,27.20210075378418,134.0
37,1601529821,52.130001068115234,27.20210075378418,134.0
38,1601529847,52.130001068115234,27.20210075378418,134.0
39,1601529879,52.130001068115234,27.20210075378418,134.0
40,1601529910,52.130001068115234,27.20210075378418,134.0
41,1601529941,52.130001068115234,27.20210075378418,134.0
42,1601529972,52.130001068115234,27.20210075378418,134.0
43,1601530003,52.130001068115234,27.20210075378418,134.0
44,1601530035,52.130001068115234,27.20210075378418,134.0
45,1601530057,52.130001068115234,27.20210075378418,134.0
46,1601530089,52.130001068115234,27.20210075378418,134.0
47,1601530120,52.130001068115234,27.20210075378418,134.0
48,1601530151,52.130001068115234,27.20210075378418,134.0
49,1601530182,52.130001068115234,27.20210075378418,134.0
50,1601530213,52.130001068115234,27.20210075378418,134.0
51,1601530238,52.130001068115234,27.20210075378418,134.0
52,1601530269,52.130001068115234,27.20210075378418,134.0
53,1601530300,52.130001068115234,27.20210075378418,134.0
54,1601530331,52.130001068115234,27.20210075378418,131.89999389648438
55,1601530363,52.130001068115234,27.20210075378418,131.89999389648438
56,1601530394,52.130001068115234,27.20210075378418,131.89999389648438
57,1601530419,52.130001068115234,27.20210075378418,131.89999389648438
58,1601530450,52.130001068115234,27.20210075378418,131.89999389648438
59,1601530481,52.130001068115234,27.20210075378418,131.89999389648438
60,1601530512,52.130001068115234,27.20210075378418,131.89999389648438
61,1601530543,52.130001068115234,27.20210075378418,131.89999389648438
62,1601530574,52.130001068115234,27.20210075378418,131.89999389648438
63,1601530606,52.130001068115234,27.20210075378418,131.89999389648438
64,1601530629,52.130001068115234,27.20210075378418,131.89999389648438
65,1601530661,52.130001068115234,27.20210075378418,132.39999389648438
66,1601530692,52.130001068115234,27.20210075378418,132.39999389648438
67,1601530723,52.130001068115234,27.20210075378418,132.39999389648438
68,1601530754,52.130001068115234,27.20210075378418,132.39999389648438
69,1601530785,52.130001068115234,27.20210075378418,132.39999389648438
70,1601530810,52.130001068115234,27.20210075378418,132.39999389648438
71,1601530841,52.130001068115234,27.20210075378418,132.39999389648438
72,1601530872,52.130001068115234,27.20210075378418,132.39999389648438
